ticket_id,description,timestamp,category,sentiment,sentiment_label,priority
107,database access error,2025-08-06 11:00:00,Database,0.0,neutral,High
108,account locked unexpectedly,2025-08-06 13:15:00,Account,0.1,positive,Low
109,app freezing on load,2025-08-07 08:20:00,Software,0.0,neutral,Low
110,network firewall issue,2025-08-07 10:35:00,Network,0.0,neutral,Medium
111,billing issue overbilled,2025-08-07 12:50:00,Billing,0.0,neutral,Medium
112,server disk full alert,2025-08-08 09:10:00,Server,0.35,positive,Low
113,software bug ui glitch,2025-08-08 11:25:00,Software,0.0,neutral,Low
114,feature request single signon,2025-08-08 13:40:00,Feature,-0.07142857142857142,negative,High
115,database query timeout,2025-08-09 08:00:00,Database,0.0,neutral,High
116,account email not updating,2025-08-09 10:15:00,Account,0.0,neutral,Low
117,app crash during import,2025-08-09 12:30:00,Software,0.0,neutral,High
118,network connection unstable,2025-08-10 09:45:00,Network,0.0,neutral,Low
119,billing dispute wrong charge,2025-08-10 11:00:00,Billing,-0.5,negative,High
120,server performance issue,2025-08-10 13:15:00,Server,0.0,neutral,Medium
121,software error data mismatch,2025-08-11 08:20:00,Software,0.0,neutral,High
122,feature request user permissions,2025-08-11 10:35:00,Feature,0.0,neutral,Low
123,database connection dropped,2025-08-11 12:50:00,Database,0.0,neutral,Low
124,account recovery assistance,2025-08-12 09:10:00,Account,0.0,neutral,Medium
125,app not responding,2025-08-12 11:25:00,Software,0.0,neutral,Low
126,network outage reported,2025-08-12 13:40:00,Network,0.0,neutral,Low
127,billing query subscription cancel,2025-08-13 08:00:00,Billing,0.0,neutral,Medium
128,server reboot required,2025-08-13 10:15:00,Server,0.0,neutral,Low
129,software crash on startup,2025-08-13 12:30:00,Software,0.0,neutral,High
130,feature request data export,2025-08-14 09:45:00,Feature,0.0,neutral,Low
131,database error table missing,2025-08-14 11:00:00,Database,-0.2,negative,High
132,account login issue,2025-08-14 13:15:00,Account,0.0,neutral,Medium
133,app slow response time,2025-08-15 08:20:00,Software,-0.30000000000000004,negative,High
134,network latency issue,2025-08-15 10:35:00,Network,0.0,neutral,Medium
135,billing issue payment error,2025-08-15 12:50:00,Billing,0.0,neutral,High
136,server down unexpectedly,2025-08-16 09:10:00,Server,-0.027777777777777776,negative,High
137,software bug incorrect output,2025-08-16 11:25:00,Software,0.0,neutral,Low
138,feature request cloud sync,2025-08-16 13:40:00,Feature,0.0,neutral,Low
139,database migration failure,2025-08-17 08:00:00,Database,-0.31666666666666665,negative,High
140,account password reset issue,2025-08-17 10:15:00,Account,0.0,neutral,Medium
141,app crash on specific feature,2025-08-17 12:30:00,Software,0.0,neutral,High
142,network security alert,2025-08-18 09:45:00,Network,0.0,neutral,Low
143,billing dispute overcharge,2025-08-18 11:00:00,Billing,0.0,neutral,Low
144,server maintenance overdue,2025-08-18 13:15:00,Server,0.0,neutral,Low
145,software error file not found,2025-08-19 08:20:00,Software,0.0,neutral,High
146,feature request user analytics,2025-08-19 10:35:00,Feature,0.0,neutral,Low
147,database access denied,2025-08-19 12:50:00,Database,0.0,neutral,High
148,account verification delay,2025-08-20 09:10:00,Account,0.0,neutral,Low
149,app not loading correctly,2025-08-20 11:25:00,Software,0.0,neutral,Low
150,network connection timeout,2025-08-20 13:40:00,Network,0.0,neutral,High
151,billing issue incorrect plan,2025-08-21 08:00:00,Billing,0.0,neutral,Medium
152,server crash during update,2025-08-21 10:15:00,Server,0.0,neutral,High
153,software bug data corruption,2025-08-21 12:30:00,Software,0.0,neutral,High
154,feature request custom themes,2025-08-22 09:45:00,Feature,0.0,neutral,Low
155,database query slow,2025-08-22 11:00:00,Database,-0.30000000000000004,negative,High
156,account login failure,2025-08-22 13:15:00,Account,-0.31666666666666665,negative,High
157,app freezing on startup,2025-08-23 08:20:00,Software,0.0,neutral,Low
158,network bandwidth low,2025-08-23 10:35:00,Network,0.0,neutral,Low
159,billing query refund delay,2025-08-23 12:50:00,Billing,0.0,neutral,Medium
160,server performance degraded,2025-08-24 09:10:00,Server,0.0,neutral,Low
161,software crash during sync,2025-08-24 11:25:00,Software,0.0,neutral,High
162,feature request multilanguage support,2025-08-24 13:40:00,Feature,0.0,neutral,Low
163,database backup error,2025-08-25 08:00:00,Database,0.0,neutral,High
164,account email change issue,2025-08-25 10:15:00,Account,0.0,neutral,Medium
165,app not displaying content,2025-08-25 12:30:00,Software,0.0,neutral,Low
166,network firewall blocking,2025-08-26 09:45:00,Network,0.0,neutral,Low
167,billing error double billed,2025-08-26 11:00:00,Billing,0.0,neutral,High
168,server disk space issue,2025-08-26 13:15:00,Server,0.0,neutral,Medium
169,software bug ui freeze,2025-08-27 08:20:00,Software,0.0,neutral,Low
170,feature request data visualization,2025-08-27 10:35:00,Feature,0.0,neutral,Low
171,database connection error,2025-08-27 12:50:00,Database,0.0,neutral,High
172,account locked out,2025-08-28 09:10:00,Account,0.0,neutral,Low
173,app crash on export,2025-08-28 11:25:00,Software,0.0,neutral,High
174,network latency reported,2025-08-28 13:40:00,Network,0.0,neutral,Low
175,billing issue payment not processed,2025-08-29 08:00:00,Billing,0.0,neutral,Medium
176,server reboot failure,2025-08-29 10:15:00,Server,-0.31666666666666665,negative,High
177,software error data not loading,2025-08-29 12:30:00,Software,0.0,neutral,High
178,feature request user roles,2025-08-30 09:45:00,Feature,0.0,neutral,Low
179,database performance issue,2025-08-30 11:00:00,Database,0.0,neutral,Medium
180,account password issue,2025-08-30 13:15:00,Account,0.0,neutral,Medium
181,app slow to respond,2025-08-31 08:20:00,Software,-0.30000000000000004,negative,High
182,network outage detected,2025-08-31 10:35:00,Network,0.0,neutral,Low
183,billing dispute incorrect charge,2025-08-31 12:50:00,Billing,0.0,neutral,Low
184,server maintenance required,2025-07-09 14:00:00,Server,0.0,neutral,Low
185,software crash on login,2025-07-09 16:15:00,Software,0.0,neutral,High
186,feature request export to csv,2025-07-10 08:30:00,Feature,0.0,neutral,Low
187,database query failure,2025-07-10 10:45:00,Database,-0.31666666666666665,negative,High
188,account setup assistance,2025-07-10 13:00:00,Account,0.0,neutral,Medium
189,app not syncing properly,2025-07-11 09:15:00,Software,0.0,neutral,Low
190,network connection dropped,2025-07-11 11:30:00,Network,0.0,neutral,Low
191,billing issue overcharged,2025-07-11 13:45:00,Billing,0.0,neutral,Medium
192,server timeout issue,2025-07-12 08:00:00,Server,0.0,neutral,High
193,software bug incorrect display,2025-07-12 10:15:00,Software,0.0,neutral,Low
194,feature request dark theme,2025-07-12 12:30:00,Feature,-0.15,negative,High
195,database access issue,2025-07-13 09:45:00,Database,0.0,neutral,Medium
196,account verification problem,2025-07-13 12:00:00,Account,0.0,neutral,Medium
197,app crash during update,2025-07-13 14:15:00,Software,0.0,neutral,High
198,network latency concern,2025-07-14 08:30:00,Network,0.0,neutral,Low
199,billing query subscription issue,2025-07-14 10:45:00,Billing,0.0,neutral,Medium
200,server crash reported,2025-07-14 13:00:00,Server,0.0,neutral,High
201,software error file corruption,2025-07-15 09:15:00,Software,0.0,neutral,High
202,feature request user dashboard,2025-07-15 11:30:00,Feature,0.0,neutral,Low
203,database backup issue,2025-07-15 13:45:00,Database,0.0,neutral,Medium
204,account login error,2025-07-16 08:00:00,Account,0.0,neutral,High
205,app freezing during sync,2025-07-16 10:15:00,Software,0.0,neutral,Low
206,network firewall issue,2025-07-16 12:30:00,Network,0.0,neutral,Medium
207,billing error wrong amount,2025-07-17 08:45:00,Billing,-0.5,negative,High
208,server disk full,2025-07-17 11:00:00,Server,0.35,positive,Low
209,software bug data loss,2025-07-17 13:15:00,Software,0.0,neutral,Low
210,feature request realtime sync,2025-07-18 09:30:00,Feature,0.0,neutral,Low
211,database connection timeout,2025-07-18 11:45:00,Database,0.0,neutral,High
212,account password reset error,2025-07-18 14:00:00,Account,0.0,neutral,High
213,app not loading images,2025-07-19 08:15:00,Software,0.0,neutral,Low
214,network bandwidth issue,2025-07-19 10:30:00,Network,0.0,neutral,Medium
215,billing dispute refund request,2025-07-19 12:45:00,Billing,0.0,neutral,Low
216,server performance slow,2025-07-20 09:00:00,Server,-0.30000000000000004,negative,High
217,software crash on mobile,2025-07-20 11:15:00,Software,0.0,neutral,High
218,feature request api access,2025-07-20 13:30:00,Feature,0.0,neutral,Low
219,database query error,2025-07-21 08:45:00,Database,0.0,neutral,High
220,account email update issue,2025-07-21 11:00:00,Account,0.0,neutral,Medium
221,app slow during peak hours,2025-07-21 13:15:00,Software,-0.30000000000000004,negative,High
222,network outage reported,2025-07-22 09:30:00,Network,0.0,neutral,Low
223,billing issue payment declined,2025-07-22 11:45:00,Billing,0.0,neutral,Medium
224,server maintenance needed,2025-07-22 14:00:00,Server,0.0,neutral,Low
225,software bug ui not rendering,2025-07-23 08:15:00,Software,0.0,neutral,Low
226,feature request custom alerts,2025-07-23 10:30:00,Feature,0.0,neutral,Low
227,database access denied,2025-07-23 12:45:00,Database,0.0,neutral,High
228,account locked after attempts,2025-07-24 09:00:00,Account,0.0,neutral,Low
229,app crash on specific page,2025-07-24 11:15:00,Software,0.0,neutral,High
230,network connection unstable,2025-07-24 13:30:00,Network,0.0,neutral,Low
231,billing query overbilled,2025-07-25 08:45:00,Billing,0.0,neutral,Medium
232,server crash during backup,2025-07-25 11:00:00,Server,0.0,neutral,High
233,software error data not saving,2025-07-25 13:15:00,Software,0.0,neutral,High
234,feature request offline access,2025-07-26 09:30:00,Feature,0.0,neutral,Low
235,database performance issue,2025-07-26 11:45:00,Database,0.0,neutral,Medium
236,account verification delay,2025-07-26 14:00:00,Account,0.0,neutral,Low
237,app not responding to inputs,2025-07-27 08:15:00,Software,0.0,neutral,Low
238,network security concern,2025-07-27 10:30:00,Network,0.0,neutral,Low
239,billing error double charge,2025-07-27 12:45:00,Billing,0.0,neutral,High
240,server disk space full,2025-07-28 09:00:00,Server,0.35,positive,Low
241,software crash on startup,2025-07-28 11:15:00,Software,0.0,neutral,High
242,feature request user analytics,2025-07-28 13:30:00,Feature,0.0,neutral,Low
243,database backup failed,2025-07-29 08:45:00,Database,-0.5,negative,High
244,account login issue,2025-07-29 11:00:00,Account,0.0,neutral,Medium
245,app slow to load,2025-07-29 13:15:00,Software,-0.30000000000000004,negative,High
246,network latency issue,2025-07-30 09:30:00,Network,0.0,neutral,Medium
247,billing issue incorrect plan,2025-07-30 11:45:00,Billing,0.0,neutral,Medium
248,server timeout reported,2025-07-30 14:00:00,Server,0.0,neutral,High
249,software bug incorrect output,2025-07-31 08:15:00,Software,0.0,neutral,Low
250,feature request multiuser support,2025-07-31 10:30:00,Feature,0.0,neutral,Low
251,database connection error,2025-07-31 12:45:00,Database,0.0,neutral,High
252,account password change issue,2025-08-01 09:00:00,Account,0.0,neutral,Medium
253,app crash during export,2025-08-01 11:15:00,Software,0.0,neutral,High
254,network firewall blocking,2025-08-01 13:30:00,Network,0.0,neutral,Low
255,billing dispute overcharge,2025-08-02 08:45:00,Billing,0.0,neutral,Low
256,server maintenance overdue,2025-08-02 11:00:00,Server,0.0,neutral,Low
257,software error file not found,2025-08-02 13:15:00,Software,0.0,neutral,High
258,feature request custom dashboard,2025-08-03 09:30:00,Feature,0.0,neutral,Low
259,database query timeout,2025-08-03 11:45:00,Database,0.0,neutral,High
260,account email not updating,2025-08-03 14:00:00,Account,0.0,neutral,Low
261,app freezing on load,2025-08-04 08:15:00,Software,0.0,neutral,Low
262,network connection dropped,2025-08-04 10:30:00,Network,0.0,neutral,Low
263,billing query subscription cancel,2025-08-04 12:45:00,Billing,0.0,neutral,Medium
264,server performance issue,2025-08-05 09:00:00,Server,0.0,neutral,Medium
265,software bug data corruption,2025-08-05 11:15:00,Software,0.0,neutral,High
266,feature request cloud sync,2025-08-05 13:30:00,Feature,0.0,neutral,Low
267,database migration failure,2025-08-06 08:45:00,Database,-0.31666666666666665,negative,High
268,account login failure,2025-08-06 11:00:00,Account,-0.31666666666666665,negative,High
269,app not displaying content,2025-08-06 13:15:00,Software,0.0,neutral,Low
270,network bandwidth low,2025-08-07 09:30:00,Network,0.0,neutral,Low
271,billing error wrong amount,2025-08-07 11:45:00,Billing,-0.5,negative,High
272,server crash during update,2025-08-07 14:00:00,Server,0.0,neutral,High
273,software crash on mobile,2025-08-08 08:15:00,Software,0.0,neutral,High
274,feature request user permissions,2025-08-08 10:30:00,Feature,0.0,neutral,Low
275,database access issue,2025-08-08 12:45:00,Database,0.0,neutral,Medium
276,account verification problem,2025-08-09 09:00:00,Account,0.0,neutral,Medium
277,app slow during peak hours,2025-08-09 11:15:00,Software,-0.30000000000000004,negative,High
278,network outage detected,2025-08-09 13:30:00,Network,0.0,neutral,Low
279,billing issue payment declined,2025-08-10 08:45:00,Billing,0.0,neutral,Medium
280,server maintenance needed,2025-08-10 11:00:00,Server,0.0,neutral,Low
281,software bug ui glitch,2025-08-10 13:15:00,Software,0.0,neutral,Low
282,feature request realtime updates,2025-08-11 09:30:00,Feature,0.0,neutral,Low
283,database query error,2025-08-11 11:45:00,Database,0.0,neutral,High
284,account password reset error,2025-08-11 14:00:00,Account,0.0,neutral,High
285,app not loading images,2025-08-12 08:15:00,Software,0.0,neutral,Low
286,network latency concern,2025-08-12 10:30:00,Network,0.0,neutral,Low
287,billing dispute refund request,2025-08-12 12:45:00,Billing,0.0,neutral,Low
288,server disk full alert,2025-08-13 09:00:00,Server,0.35,positive,Low
289,software crash during sync,2025-08-13 11:15:00,Software,0.0,neutral,High
290,feature request mobile app support,2025-08-13 13:30:00,Feature,0.0,neutral,Low
291,database connection refused,2025-08-14 08:45:00,Database,0.0,neutral,Low
292,account email update issue,2025-08-14 11:00:00,Account,0.0,neutral,Medium
293,app crash on specific feature,2025-08-14 13:15:00,Software,0.0,neutral,High
294,network security alert,2025-08-15 09:30:00,Network,0.0,neutral,Low
295,billing error double charge,2025-08-15 11:45:00,Billing,0.0,neutral,High
296,server performance slow,2025-08-15 14:00:00,Server,-0.30000000000000004,negative,High
297,software error data not saving,2025-08-16 08:15:00,Software,0.0,neutral,High
298,feature request custom reports,2025-08-16 10:30:00,Feature,0.0,neutral,Low
299,database backup issue,2025-08-16 12:45:00,Database,0.0,neutral,Medium
300,account locked unexpectedly,2025-08-17 09:00:00,Account,0.1,positive,Low
301,app freezing on startup,2025-08-17 11:15:00,Software,0.0,neutral,Low
302,network connection unstable,2025-08-17 13:30:00,Network,0.0,neutral,Low
303,billing query overbilled,2025-08-18 08:45:00,Billing,0.0,neutral,Medium
304,server reboot required,2025-08-18 11:00:00,Server,0.0,neutral,Low
305,software bug incorrect display,2025-08-18 13:15:00,Software,0.0,neutral,Low
306,feature request user dashboard,2025-08-19 09:30:00,Feature,0.0,neutral,Low
307,database query failure,2025-08-19 11:45:00,Database,-0.31666666666666665,negative,High
308,account login error,2025-08-19 14:00:00,Account,0.0,neutral,High
309,app not syncing properly,2025-08-20 08:15:00,Software,0.0,neutral,Low
310,network firewall blocking,2025-08-20 10:30:00,Network,0.0,neutral,Low
311,billing issue incorrect plan,2025-08-20 12:45:00,Billing,0.0,neutral,Medium
312,server timeout issue,2025-08-21 09:00:00,Server,0.0,neutral,High
313,software crash on login,2025-08-21 11:15:00,Software,0.0,neutral,High
314,feature request export to csv,2025-08-21 13:30:00,Feature,0.0,neutral,Low
315,database access issue,2025-08-22 08:45:00,Database,0.0,neutral,Medium
316,account verification problem,2025-08-22 11:00:00,Account,0.0,neutral,Medium
317,app slow to respond,2025-08-22 13:15:00,Software,-0.30000000000000004,negative,High
318,network latency issue,2025-08-23 09:30:00,Network,0.0,neutral,Medium
319,billing dispute overcharge,2025-08-23 11:45:00,Billing,0.0,neutral,Low
320,server crash reported,2025-08-23 14:00:00,Server,0.0,neutral,High
321,software error file corruption,2025-08-24 08:15:00,Software,0.0,neutral,High
322,feature request custom alerts,2025-08-24 10:30:00,Feature,0.0,neutral,Low
323,database connection timeout,2025-08-24 12:45:00,Database,0.0,neutral,High
324,account password reset issue,2025-08-25 09:00:00,Account,0.0,neutral,Medium
325,app not loading correctly,2025-08-25 11:15:00,Software,0.0,neutral,Low
326,network bandwidth low,2025-08-25 13:30:00,Network,0.0,neutral,Low
327,billing error payment declined,2025-08-26 08:45:00,Billing,0.0,neutral,High
328,server maintenance needed,2025-08-26 11:00:00,Server,0.0,neutral,Low
329,software bug data loss,2025-08-26 13:15:00,Software,0.0,neutral,Low
330,feature request realtime sync,2025-08-27 09:30:00,Feature,0.0,neutral,Low
331,database query error,2025-08-27 11:45:00,Database,0.0,neutral,High
332,account email update issue,2025-08-27 14:00:00,Account,0.0,neutral,Medium
333,app crash during import,2025-08-28 08:15:00,Software,0.0,neutral,High
334,network outage reported,2025-08-28 10:30:00,Network,0.0,neutral,Low
335,billing query subscription cancel,2025-08-28 12:45:00,Billing,0.0,neutral,Medium
336,server disk full alert,2025-08-29 09:00:00,Server,0.35,positive,Low
337,software crash on mobile,2025-08-29 11:15:00,Software,0.0,neutral,High
338,feature request user analytics,2025-08-29 13:30:00,Feature,0.0,neutral,Low
339,database backup failed,2025-08-30 08:45:00,Database,-0.5,negative,High
340,account locked after attempts,2025-08-30 11:00:00,Account,0.0,neutral,Low
341,app not displaying content,2025-08-30 13:15:00,Software,0.0,neutral,Low
342,network security concern,2025-08-31 09:30:00,Network,0.0,neutral,Low
343,billing issue double charge,2025-08-31 11:45:00,Billing,0.0,neutral,Medium
344,server performance slow,2025-07-09 14:00:00,Server,-0.30000000000000004,negative,High
345,software error ui not rendering,2025-07-09 16:15:00,Software,0.0,neutral,High
346,feature request custom dashboard,2025-07-10 08:30:00,Feature,0.0,neutral,Low
347,database access denied,2025-07-10 10:45:00,Database,0.0,neutral,High
348,account login failure,2025-07-10 13:00:00,Account,-0.31666666666666665,negative,High
349,app freezing on load,2025-07-11 09:15:00,Software,0.0,neutral,Low
350,network connection dropped,2025-07-11 11:30:00,Network,0.0,neutral,Low
351,billing dispute refund request,2025-07-11 13:45:00,Billing,0.0,neutral,Low
352,server reboot failure,2025-07-12 08:00:00,Server,-0.31666666666666665,negative,High
353,software bug incorrect output,2025-07-12 10:15:00,Software,0.0,neutral,Low
354,feature request multiuser support,2025-07-12 12:30:00,Feature,0.0,neutral,Low
355,database query timeout,2025-07-13 09:45:00,Database,0.0,neutral,High
356,account email not updating,2025-07-13 12:00:00,Account,0.0,neutral,Low
357,app crash on specific page,2025-07-13 14:15:00,Software,0.0,neutral,High
358,network latency concern,2025-07-14 08:30:00,Network,0.0,neutral,Low
359,billing error wrong amount,2025-07-14 10:45:00,Billing,-0.5,negative,High
360,server crash during backup,2025-07-14 13:00:00,Server,0.0,neutral,High
361,software crash during sync,2025-07-15 09:15:00,Software,0.0,neutral,High
362,feature request offline access,2025-07-15 11:30:00,Feature,0.0,neutral,Low
363,database connection error,2025-07-15 13:45:00,Database,0.0,neutral,High
364,account password change issue,2025-07-16 08:00:00,Account,0.0,neutral,Medium
365,app not responding to inputs,2025-07-16 10:15:00,Software,0.0,neutral,Low
366,network firewall blocking,2025-07-16 12:30:00,Network,0.0,neutral,Low
367,billing issue overbilled,2025-07-17 08:45:00,Billing,0.0,neutral,Medium
368,server maintenance overdue,2025-07-17 11:00:00,Server,0.0,neutral,Low
369,software error data not saving,2025-07-17 13:15:00,Software,0.0,neutral,High
370,feature request user roles,2025-07-18 09:30:00,Feature,0.0,neutral,Low
371,database backup issue,2025-07-18 11:45:00,Database,0.0,neutral,Medium
372,account verification delay,2025-07-18 14:00:00,Account,0.0,neutral,Low
373,app slow to load,2025-07-19 08:15:00,Software,-0.30000000000000004,negative,High
374,network bandwidth low,2025-07-19 10:30:00,Network,0.0,neutral,Low
375,billing query subscription issue,2025-07-19 12:45:00,Billing,0.0,neutral,Medium
376,server timeout issue,2025-07-20 09:00:00,Server,0.0,neutral,High
377,software bug ui glitch,2025-07-20 11:15:00,Software,0.0,neutral,Low
378,feature request realtime updates,2025-07-20 13:30:00,Feature,0.0,neutral,Low
379,database query error,2025-07-21 08:45:00,Database,0.0,neutral,High
